Symbol,Company Name,Price,Market Cap (in M),P/E Ratio,Beta,Volume 52 weeks,Volume 1 month,52 Weeks High,52 Weeks Low,Exchange,Performance (52 weeks),Country,Chiffre d'affaires,Résultat net,Sector,Industry,Price 52 Weeks Ago,Currency,Total assets,EPS Annual,Dividend Per Share Annual,EBITDA CAGR (5y),EBITDA,ROI Annual,Ratio Debt/Equity (Annual),Dividend Yield Indicated Annual
COLM,Columbia Sportswear Co,81.835,4781.357487006338,18.8361,0.6283727,461903.9130434783,556895.4166666666,87.23,66.01,NASDAQ,0.0981482138723397,US,3385903104.0,227407008.0,Consumer Cyclical,Apparel Manufacturing,74.54002380371094,USD,1250472000.0,4.0929,1.203,1.65,421724992.0,12.97,0.0,1.4912391
HCKT,Hackett Group Inc,25.555,711.3564919996895,20.4976,0.404137,97656.14229249013,127029.33333333331,27.68,20.23,NASDAQ,0.0902173665163448,US,297424000.0,34749000.0,Technology,Information Technology Services,23.44582748413086,USD,59623000.0,1.2357,0.442,7.93,59527000.0,27.81,0.3631,1.7074118
LFUS,Littelfuse Inc,241.95,5987.85872101257,22.3872,1.1257148,118391.73913043478,100371.25,275.45,212.8,NASDAQ,-0.0609168502723423,US,2234752000.0,194587008.0,Technology,Electronic Components,257.6005554199219,USD,571505000.0,10.3372,2.5008,9.88,427772000.0,7.739999999999999,0.3519,1.1970928
BRKR,Bruker Corp,63.36,9508.43683303947,21.3613,1.4822791,942371.837944664,1164853.125,94.75,53.81,NASDAQ,-0.0424400031408586,US,3119699968.0,352100000.0,Healthcare,Medical Devices,66.16031646728516,USD,1431900000.0,2.9022,0.2013,16.52,551400000.0,16.07,0.9305,0.33167496
VALU,Value Line Inc,42.8099,400.8657735868853,21.3974,0.467746,3946.102766798419,10802.666666666666,60.27,32.07,NASDAQ,-0.2154069132282351,US,37487000.0,19016000.0,Financial Services,Financial Data & Stock Exchanges,54.52693557739258,USD,16673000.0,2.0169,1.1222,12.58,10488000.0,20.94,0.0,2.8578234
ARTNA,Artesian Resources Corp,37.64,384.2556339727475,22.1846,0.5840579,49199.513833992096,40611.54166666666,47.88,33.34,NASDAQ,-0.1543946335056991,US,103075000.0,18287000.0,Utilities,Utilities - Regulated Water,44.49204254150391,USD,16648000.0,1.6662,1.1364,4.92,44989000.0,4.06,0.7837,3.2869856
SGA,Saga Communications Inc,16.0,101.02599772064517,10.219,0.14224094,18553.13492063492,12869.130434782608,26.96,14.215,NASDAQ,-0.118363925711678,US,112133000.0,6918000.0,Communication Services,Broadcasting,18.141815185546875,USD,43587000.0,1.5715,3.2145,-8.86,14193000.0,5.57,0.0,6.4516125
CRCT,Cricut Inc,6.5,1385.2313969239303,23.6367,0.17199579,654955.5317460317,646360.6086956522,11.42,4.43,NASDAQ,-0.3368466400949399,US,741494016.0,67929000.0,Technology,Computer Hardware,9.790630340576172,USD,928099000.0,0.2441,1.3442,17.2,133451000.0,10.03,0.0,1.5847862
CHDN,Churchill Downs Inc,134.86,9929.59192271011,23.2987,1.1913271,408702.6666666667,464429.2173913043,146.54,106.82,NASDAQ,0.0957957773837876,US,2615300096.0,407500000.0,Consumer Cyclical,Gambling,123.10122680664062,USD,241727000.0,5.4836,0.363,22.59,856300032.0,7.23,5.4585,0.2884543
PAHC,Phibro Animal Health Corp,17.46,713.67357296,21.7427,0.90265626,149978.4841269841,122759.91304347826,19.55,9.4,NASDAQ,0.1918928765569005,US,999564032.0,13162000.0,Healthcare,Drug Manufacturers - Specialty & Generic,14.656014442443848,USD,299289000.0,0.8049,0.48,-3.24,93794000.0,4.3,1.6807,2.8235295
SLP,Simulations Plus Inc,36.85,732.2831906214071,74.0849,1.0634233,112118.65873015871,185382.69565217392,52.51,32.86,NASDAQ,-0.2355996058140524,US,66978000.0,9645000.0,Healthcare,Health Information Services,48.17224884033203,USD,12971830.0,0.4866,0.2393,-1.82,13694000.0,5.86,0.0,0.64412236
HNNA,Hennessy Advisors Inc,8.377,64.32330877146285,13.4207,-0.035156522,7617.38492063492,8299.173913043478,8.3999,6.33,NASDAQ,0.267788270724794,US,25043000.0,5197000.0,Financial Services,Asset Management,6.6118669509887695,USD,11682000.0,0.6275,0.5372,-23.28,6732000.0,3.76,0.4463,6.594724
IMKTA,Ingles Markets Inc,74.44,1377.454391225259,6.557,-0.15816145,80379.93650793651,86171.47826086957,89.5906,67.1,NASDAQ,-0.0932348470805658,US,5867404800.0,176192896.0,Consumer Defensive,Grocery Stores,82.07201385498047,USD,434540068.0,11.0986,0.6454,11.57,349638496.0,10.47,0.3796,0.8886496
NTAP,NetApp Inc,119.22,24470.415003487567,24.6865,1.1554569,1915887.6547619049,1659269.0869565215,135.0,70.83,NASDAQ,0.586747626551045,US,6268000256.0,986000000.0,Technology,Computer Hardware,75.22991943359375,USD,6365200000.0,4.6291,1.9904,-2.71,1488999936.0,27.87,2.0873,1.7895552
WMG,Warner Music Group Corp,28.4,14713.92871281152,34.5075,0.7081915,1736835.111111111,2743202.086956522,38.05,27.06,NASDAQ,-0.1173416266940337,US,6382000128.0,540000000.0,Communication Services,Entertainment,32.164527893066406,USD,894000000.0,0.8338,0.6597,5.17,1318000000.0,10.07,12.9121,2.373473
NHTC,Natural Health Trends Corp,6.9,79.4645833742268,141.9321,0.23320475,17974.059523809523,13824.478260869566,7.39,5.09,NASDAQ,0.3938573193620778,HK,42978000.0,891000.0,Consumer Cyclical,Internet Retail,4.954797267913818,USD,49613000.0,0.0496,0.8042,-51.79,-995000.0,1.37,0.0,11.782033
NVDA,NVIDIA Corp,104.97,2581647.095584725,86.5505,2.4423316,460495926.49206346,347733646.7826087,140.76,39.24,NASDAQ,1.483330752013818,US,79773999104.0,42597998592.0,Technology,Semiconductors,42.37531280517578,USD,5624711000.0,1.1933,0.016,53.45,49274998784.0,56.48,0.2259,0.0404408
BLMN,Bloomin' Brands Inc,15.97,1381.892292365674,5.974,0.00081307057,1432230.388888889,1980041.652173913,30.125,16.2,NASDAQ,-0.361296268488664,US,4588222976.0,32329000.0,Consumer Cyclical,Restaurants,24.97307586669922,USD,600551000.0,2.5648,0.9589,8.28,490136000.0,20.61,1.9342,5.6620464
SBAC,SBA Communications Corp,216.89,23104.428537,47.1857,0.79820925,900649.2261904762,1068491.5217391304,258.63,183.88,NASDAQ,-0.0339055186570105,US,2675907072.0,514319008.0,Real Estate,REIT - Specialty,224.4806365966797,USD,146727000.0,4.6077,3.4248,8.82,1795693056.0,-0.8999999999999999,16.4622,1.8234255
LECO,Lincoln Electric Holdings Inc,189.08,10736.56051880312,19.4614,0.94983506,324687.65476190473,380982.1304347826,261.02,164.0,NASDAQ,0.0089724180384505,US,4094607872.0,511108992.0,Industrials,Tools & Accessories,187.4031677246093,USD,1082512000.0,9.3651,2.5836,12.4,802977024.0,22.59,0.8444,1.5185541
MNRO,Monro Inc,26.21,777.9424915422885,20.8095,0.4203189,499187.1111111111,601076.1739130435,35.11,21.01,NASDAQ,-0.2108838258474091,US,1243003008.0,33256000.0,Consumer Cyclical,Auto Parts,33.19282913208008,USD,168116000.0,1.178,1.1582,-4.66,142224992.0,3.5900000000000003,0.5934,4.286261
FEIM,Frequency Electronics Inc,12.18,115.21039380030724,22.198,0.3726192,39215.083333333336,176556.5652173913,14.2299,6.36,NASDAQ,0.7628515943422061,US,55274000.0,5594000.0,Technology,Communication Equipment,6.920000076293945,USD,81016000.0,0.5932,1.0,65.03,7143000.0,14.05,0.0,0.0
AMKR,Amkor Technology Inc,30.39,7490.2311131300385,19.6187,2.844611,1203606.400793651,1941483.173913044,44.86,17.5814,NASDAQ,0.1494252508146212,US,6400588800.0,375969984.0,Technology,Semiconductor Equipment & Materials,26.44939041137696,USD,1062067000.0,1.4557,0.3042,5.77,1091225984.0,6.890000000000001,0.3183,1.104101
FOXA,Fox Corp,39.3,17732.692319107955,11.7828,0.21019496,3343011.071428572,2435734.347826087,39.81,28.29,NASDAQ,0.159419546144661,US,13980000256.0,1500999936.0,Communication Services,Entertainment,33.910011291503906,USD,6478000000.0,3.1271,0.5825,3.39,2883000064.0,8.38,0.6717,1.3764976
ULH,Universal Logistics Holdings Inc,39.32,1038.8764610683652,11.0962,2.1186485,35649.89682539683,34372.782608695656,50.5,20.85,NASDAQ,0.2154204696911212,US,1766241024.0,127650000.0,Industrials,Trucking,32.36824035644531,USD,216280000.0,3.5313,0.4199,10.04,269409984.0,10.16,0.7176,1.0722492
IRDM,Iridium Communications Inc,27.37,3214.0892347801787,207.352,0.64073765,935139.0238095238,1018505.8260869564,51.62,24.14,NASDAQ,-0.4547091696467356,US,797262016.0,88370000.0,Communication Services,Telecom Services,50.11007308959961,USD,573113000.0,0.1212,0.521,8.7,435500000.0,0.65,1.6693,1.9746647
ARKO,Arko Corp.,6.43,738.0421366234756,20.5428,0.58701754,357874.8373015873,384967.7826086957,8.42,4.09,NASDAQ,-0.2139271629414703,US,9315830784.0,30230000.0,Consumer Cyclical,Specialty Retail,8.174510955810547,USD,683623000.0,0.2874,0.1695,22.32,250816000.0,2.3800000000000003,2.8388,1.9672132
RGLD,Royal Gold Inc,127.93,8423.856123297957,35.3647,0.5513321,381366.3333333333,304874.60869565216,141.05,100.55,NASDAQ,0.1452761688901334,US,645169024.0,274043008.0,Basic Materials,Gold,111.74383544921876,USD,169273000.0,3.6423,1.5022,9.03,517396000.0,7.64,0.0852,1.245621
CHK,Chesapeake Energy Corp,72.43,9531.889779236048,3.8379,0.72391766,1881546.646825397,2194928.4782608696,93.58,69.42,NASDAQ,-0.1275331676395512,US,4096999936.0,438000000.0,Energy,Oil & Gas E&P,82.98645782470703,USD,3266000000.0,16.9189,3.6645,12.9,1964999936.0,18.96,0.189,3.2163334
LFVN,LifeVantage Corp,7.38,95.44467830039524,38.2287,-0.85726035,59064.77380952381,84405.34782608696,8.7501,4.2,NASDAQ,0.5785526105127443,US,205454000.0,3598000.0,Consumer Defensive,Packaged Foods,4.68101978302002,USD,45941000.0,0.1984,0.1266,-7.57,7301000.0,7.22,0.0,2.1080368
ERIE,Erie Indemnity Co,445.2,20757.577552622344,45.8071,0.3989994,101110.21428571428,62385.82608695652,444.36,271.34,NASDAQ,0.5720347401533377,US,3547744000.0,530423008.0,Financial Services,Insurance Brokers,283.5510559082031,USD,635146000.0,7.638,4.2511,8.6,686960512.0,26.83,0.0,1.1635334
NWSA,News Corp,26.78,14582.59560629474,97.2867,0.96195453,2805240.095238095,2952648.0,28.62,19.25,NASDAQ,0.3309234812725874,US,9941000192.0,208000000.0,Communication Services,Entertainment,20.13713264465332,USD,5270000000.0,0.2573,0.301,28.47,1256000000.0,1.35,0.3679,0.7680492
CSWI,CSW Industrials Inc,310.49,4803.2688182038,45.9529,0.39997762,82166.99603174604,100125.34782608696,326.14,167.29,NASDAQ,0.6805286089787104,US,815657024.0,109628000.0,Industrials,Specialty Industrial Machinery,185.02029418945312,USD,155521000.0,6.5238,0.7613,18.91,209772000.0,13.0,0.2696,0.27929243
OLED,Universal Display Corp,168.58,7999.483445494732,39.4042,1.826941,315838.49206349207,526830.4347826086,237.0,133.67,NASDAQ,0.1049810229187673,US,623161024.0,221838000.0,Technology,Electronic Components,152.60543823242188,USD,47452100.0,4.2629,1.4025,24.28,277990016.0,14.03,0.0,0.95243764
OFLX,Omega Flex Inc,45.62,460.5029640297734,22.179,0.8458457,17247.222222222223,21343.478260869564,87.86,43.86,NASDAQ,-0.4497407833201645,US,105479000.0,19180000.0,Industrials,Specialty Industrial Machinery,82.77080535888672,USD,10094300.0,2.057,1.3004,0.15,24459000.0,26.39,0.0,2.9341965
PANL,Pangaea Logistics Solutions Ltd,6.46,302.9874879663609,11.5102,0.92263854,221225.79365079364,128708.69565217392,9.525,5.28,NASDAQ,0.1375449290051937,US,503739520.0,35361444.0,Industrials,Marine Shipping,5.680902004241943,USD,46902100.0,0.5788,0.392,6.77,79981776.0,4.47,0.8164,6.116208
VIRC,Virco Mfg Corp,14.58,236.30700039587623,10.7853,0.74514157,194358.7301587301,253943.4782608696,18.05,4.34,NASDAQ,2.2818787651712724,US,280908992.0,25492000.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4.457065582275391,USD,16207600.0,1.337,0.0201,39.17,40442000.0,22.93,0.0481,0.5498282
STLD,Steel Dynamics Inc,119.43,18766.41903573197,7.657,0.7462242,1274466.6666666667,1292482.608695652,151.34,95.525,NASDAQ,0.1849190322690599,US,18147117056.0,2013504000.0,Basic Materials,Steel,100.83856201171876,USD,154303008.0,14.6382,1.6294,13.41,3013628928.0,20.53,0.3464,1.5306547
DHIL,Diamond Hill Investment Group Inc,150.18,413.1486352571732,9.7841,0.34155685,16547.619047619046,23121.739130434784,174.71,138.65,NASDAQ,-0.0951365785985079,US,142331488.0,41228164.0,Financial Services,Asset Management,165.92434692382812,USD,2751020.0,14.3207,6.0711,-12.76,38484792.0,26.340000000000003,0.0,3.9851222
KDP,Keurig Dr Pepper Inc,34.56,46866.34521833536,21.4885,0.08530573,8749701.984126983,8645008.695652174,35.52,27.66,NASDAQ,0.0503714037982911,US,15061999616.0,2180000000.0,Consumer Defensive,Beverages - Non-Alcoholic,32.90707778930664,USD,1356089984.0,1.5486,0.8161,21.89,4228000000.0,5.489999999999999,0.5466,2.4905882
LMNR,Limoneira Co,20.52,369.5852163811357,39.3176,0.340076,54501.19047619047,62330.434782608696,22.99,13.9,NASDAQ,0.3270816150874138,US,178267008.0,-2142000.0,Consumer Defensive,Farm Products,15.474493026733398,USD,18011000.0,0.534,0.3299,-4.27,-14743000.0,4.07,0.2215,1.4436958
LRCX,Lam Research Corp,807.9,105625.65237545056,23.4151,2.3139973,1044459.126984127,1453456.5217391304,1130.0,576.0,NASDAQ,0.2520902960952362,US,14905385984.0,3827771904.0,Technology,Semiconductor Equipment & Materials,645.6385498046875,USD,130377000.0,33.1691,6.7252,9.6,4685173760.0,34.12,0.6105,1.0010887
SAFT,Safety Insurance Group Inc,80.42,1193.1565036458649,63.2136,-0.13749431,54235.31746031746,71956.52173913043,88.59,65.79,NASDAQ,0.1831238088586657,US,1025769984.0,50840000.0,Financial Services,Insurance - Property & Casualty,68.00392150878906,USD,14836400.0,1.2831,3.6017,-28.58,73753000.0,2.26,0.0373,4.5662103
MRTN,Marten Transport Ltd,16.96,1379.9116058223497,19.6085,0.91853344,379496.8253968254,478017.39130434784,23.29,15.43,NASDAQ,-0.2496047012970599,US,1043670016.0,43532000.0,Industrials,Trucking,22.583646774291992,USD,81415000.0,0.8644,0.2402,6.42,168220992.0,9.29,0.0,1.3753581
KALU,Kaiser Aluminum Corp,68.06,1094.8888222115213,23.1968,1.8572603,130968.6507936508,176486.95652173914,102.42,53.665,NASDAQ,-0.0700604374478277,US,2976199936.0,40600000.0,Basic Materials,Aluminum,73.17298889160156,USD,16087100.0,2.926,3.1583,3.06,206100000.0,2.77,1.6173,4.5494833
FANG,Diamondback Energy Inc,199.77,35637.86125761067,11.3388,0.27657017,1687707.9051383398,1325808.6956521738,214.5,143.33,NASDAQ,0.4018054991285467,US,8846000128.0,3456000000.0,Energy,Oil & Gas E&P,142.64100646972656,USD,178394000.0,17.4612,8.0508,29.92,6733000192.0,13.51,0.3995,1.8228769
LAMR,Lamar Advertising Co,115.45,11929.661101,24.0632,1.290848,437588.09523809527,487195.652173913,123.25,77.205,NASDAQ,0.3470689323637772,US,2164432896.0,504327008.0,Real Estate,REIT - Specialty,85.77458190917969,USD,87881600.0,4.8553,5.0118,7.64,982524992.0,10.84,2.7599,4.458926
CGNX,Cognex Corp,38.74,6643.941920760259,58.6744,1.8606677,1275554.365079365,1508908.6956521738,53.13,34.28,NASDAQ,-0.2016966544844923,US,844000000.0,78379000.0,Technology,Scientific & Technical Instruments,48.49797821044922,USD,171500992.0,0.653,0.2852,-9.1,118557000.0,7.53,0.0,0.7741936
HTLD,Heartland Express Inc,11.85,936.7551697804474,63.4014,0.854485,349151.98412698414,356678.26086956525,16.29,9.63,NASDAQ,-0.2337737353015957,US,1115447040.0,-24194000.0,Industrials,Trucking,15.454127311706545,USD,78452096.0,0.1868,0.08,4.87,157072992.0,1.27,0.3467,0.6628004
PEP,PepsiCo Inc,172.39,236790.13720697563,26.0955,0.24618652,5416733.333333333,5908173.913043479,185.59,155.83,NASDAQ,-0.0348075012871811,US,92054003712.0,9518999552.0,Consumer Defensive,Beverages - Non-Alcoholic,178.5895233154297,USD,1373570048.0,6.5611,4.8579,3.42,16842000384.0,14.49,2.3837,3.1443987
MNDO,Mind CTI Ltd,1.88,37.94747326203208,7.3442,-0.034165874,30284.92063492064,26226.08695652174,2.28,1.7001,NASDAQ,0.0969447763150681,IL,21890000.0,5156000.0,Technology,Software - Application,1.7142856121063232,USD,20281800.0,0.2524,0.2401,-1.85,4881000.0,21.1,0.0,12.834224
CLPS,CLPS Inc,0.82,21.00516654054054,105.0258,0.8736654,18686.507936507936,16300.0,1.33,0.682,NASDAQ,-0.1367638349926878,HK,145369936.0,-2562436.0,Technology,Information Technology Services,0.9495311975479126,USD,27840100.0,0.0086,0.0512,-6.39,1572801.0,0.27,0.1641,0.0
DSWL,Deswell Industries Inc,2.28,36.33234422608696,4.713,0.49309033,7264.285714285715,11278.260869565218,2.85,2.15,NASDAQ,-0.0231151583352261,MO,69368000.0,7709000.0,Technology,Electronic Components,2.3338000774383545,USD,15935200.0,0.4818,0.2003,7.49,5308000.0,8.19,0.0,8.695652
JBSS,John B Sanfilippo & Son Inc,99.5,1154.5445966630034,18.3552,-0.19916512,58425.79365079365,68930.43478260869,108.84,90.02,NASDAQ,-0.033327547750227,US,1031433024.0,64909000.0,Consumer Defensive,Packaged Foods,102.92086029052734,USD,9006040.0,5.4224,4.7532,5.53,110500000.0,20.95,0.0277,0.8492357
HQI,Hirequest Inc,13.63,190.82000220907616,31.1035,1.1197399,18097.61904761905,12178.260869565218,24.67,11.39,NASDAQ,-0.2484938357779509,US,36133000.0,5832000.0,Industrials,Staffing & Employment Services,18.12272071838379,USD,14000000.0,0.4445,0.2398,50.8,12788000.0,7.920000000000001,0.2354,1.9448946
NWE,NorthWestern Energy Group Inc,52.17,3198.046851044845,16.4737,0.4875649,362654.3650793651,328695.652173913,55.47,45.97,NASDAQ,0.0183737251116127,US,1472370048.0,209216992.0,Utilities,Utilities - Regulated Electric,51.231292724609375,USD,61300500.0,3.2163,2.5474,3.44,538723968.0,3.4799999999999995,1.0029,4.982752
ALNT,Allient Inc,20.6,346.9891315640274,14.3997,0.6391761,71617.46031746031,107882.60869565218,36.29,19.85,NASDAQ,-0.359480273699082,US,569060992.0,19065000.0,Technology,Electronic Components,32.122154235839844,USD,16844100.0,1.4809,0.113,14.95,63118000.0,5.12,0.8698,0.58651024
VINP,Vinci Partners Investments Ltd,10.3,554.6219304682927,2.5141,0.9562419,59425.0,59586.95652173913,11.85,9.35,NASDAQ,0.1203651014475244,BR,474843008.0,171206000.0,Financial Services,Asset Management,9.196294784545898,BRL,38779200.0,3.9817,3.4927,18.58,206950000.0,10.66,0.5003,6.9268293
NVEC,NVE Corp,78.7,380.4102978299748,22.2141,1.267797,27630.555555555555,35839.13043478261,90.24,64.46,NASDAQ,0.0537448532551703,US,27756008.0,16818556.0,Technology,Semiconductors,74.69672393798828,USD,4833680.0,3.5384,4.0133,2.51,17846158.0,26.12,0.0,5.0377836
WEYS,WEYCO Group Inc,31.0,294.4966662262327,9.7554,0.3463966,14066.26984126984,15043.478260869566,35.24,24.47,NASDAQ,0.236939365754248,US,300230016.0,30136000.0,Consumer Cyclical,Footwear & Accessories,25.07646369934082,USD,9499890.0,3.166,0.9725,8.12,41245000.0,12.35,0.0,3.351595
CTAS,Cintas Corp,755.65,76146.04009878077,48.4515,0.7237055,374485.7142857143,425686.9565217392,772.57,475.09,NASDAQ,0.5586753968012474,US,9596614656.0,1565664000.0,Industrials,Specialty Business Services,485.3925476074219,USD,100769000.0,15.204,5.2319,9.07,2383016960.0,23.14,0.5735,0.83152324
HWKN,Hawkins Inc,116.97,2445.142177909321,32.4449,0.5281068,128505.15873015871,165860.86956521738,123.5,50.18,NASDAQ,1.1702862286961877,US,923921024.0,80812000.0,Basic Materials,Specialty Chemicals,54.01065444946289,USD,20904000.0,3.5863,0.6351,18.53,145364992.0,14.93,0.2432,0.6084679
KARO,Karooooo Ltd,35.25,1088.7526117274497,1.4749,1.0690751,10988.09523809524,31504.34782608696,40.585,19.0,NASDAQ,0.5555394165688667,SG,4290548992.0,802294016.0,Technology,Software - Application,22.688396453857425,ZAR,30893300.0,23.8523,0.58496,17.36,1654823040.0,22.87,0.0901,0.0
STEP,StepStone Group Inc,49.96,5686.497310773873,97.8895,0.75901806,433953.1746031746,655734.7826086957,51.07,25.06,NASDAQ,0.7368316702822355,US,720020992.0,50150000.0,Financial Services,Asset Management,28.80856132507324,USD,67931904.0,0.873,1.0664,24.1,226244992.0,12.27,0.4587,1.8107351
PLPC,Preformed Line Products Co,115.7,568.5089810477709,8.9766,0.059366334,17767.85714285714,21608.695652173912,180.9,105.39,NASDAQ,-0.2961433623078024,US,585667008.0,40424000.0,Industrials,Electrical Equipment & Parts,164.22198486328125,USD,4913650.0,12.674,0.8372,17.66,70951000.0,13.239999999999998,0.1496,0.671648
CHX,ChampionX Corp,30.71,5850.2549850583855,18.6173,0.7115445,1720239.6825396826,2053321.7391304348,39.95,25.46,NASDAQ,-0.1568326678174177,US,3698750976.0,320400992.0,Energy,Oil & Gas Equipment & Services,36.40517044067383,USD,190500000.0,1.5719,0.3336,27.64,750099008.0,13.54,0.3838,1.2325656
CAR,Avis Budget Group Inc,86.96,3101.3512189826406,1.9003,2.3790329,672150.7936507936,695347.8260869565,235.64,79.03,NASDAQ,-0.6051135050728254,US,11927000064.0,785000000.0,Industrials,Rental & Leasing Services,219.65530395507807,USD,35664100.0,42.0619,9.5946,12.45,2216999936.0,1.99,22.1082,0.0
LNT,Alliant Energy Corp,56.07,14381.931436557425,20.4579,0.03875883,1727048.8095238097,1560004.347826087,58.69,45.165,NASDAQ,0.1227629139369239,US,3961999872.0,625000000.0,Utilities,Utilities - Regulated Electric,49.95515060424805,USD,256500000.0,2.7754,1.7985,6.25,1608999936.0,4.2700000000000005,1.4285,3.4347045
HON,Honeywell International Inc,198.23,128784.32741239476,22.7615,0.7629717,2841210.714285714,3137182.6086956523,220.76,174.92,NASDAQ,0.0572437993760277,US,37333999616.0,5784000000.0,Industrials,Conglomerates,187.5255584716797,USD,649670976.0,8.4675,4.3264,0.8,9048000512.0,15.590000000000002,1.2893,2.1619458
TXRH,Texas Roadhouse Inc,167.56,11172.33939873806,36.6455,0.6794913,840182.9365079365,861334.7826086957,177.49,91.06,NASDAQ,0.5811997832501001,US,4948532224.0,369564992.0,Consumer Cyclical,Restaurants,106.103271484375,USD,66676600.0,4.5403,2.2002,11.91,597979008.0,26.700000000000003,0.0,1.4516034
FTAI,FTAI Aviation Ltd,104.7,10495.746259696449,43.0476,0.92098445,916748.015873016,1435243.4782608696,117.45,32.67,NASDAQ,2.054337715380877,US,1374120960.0,-53920000.0,Industrials,Rental & Leasing Services,34.38414001464844,USD,102211000.0,2.4278,1.5167,24.4,333967008.0,9.05,14.3562,1.1454754
SBRA,Sabra Health Care REIT Inc,16.68,3855.981332,280.3127,0.5697847,2195974.206349206,2546521.7391304346,16.94,11.73,NASDAQ,0.4392920986810367,US,665990976.0,52284000.0,Real Estate,REIT - Healthcare Facilities,11.600598335266112,USD,234264000.0,0.0591,1.2004,-12.85,400977984.0,0.26,0.8614,7.2904015
WYNN,Wynn Resorts Ltd,74.63,8283.304984216698,11.3471,1.0530484,2002879.761904762,2559165.217391304,110.38,71.63,NASDAQ,-0.2505440118163893,US,7108236800.0,868636992.0,Consumer Cyclical,Resorts & Casinos,99.500244140625,USD,110992000.0,6.4684,0.7541,4.39,1940977024.0,1.01,5.9793,1.3046314
UG,United-Guardian Inc,10.95,50.3077918442256,19.4888,0.486325,9144.444444444443,20486.95652173913,12.5,5.79,NASDAQ,0.5130499960866672,US,11569774.0,2750731.0,Consumer Defensive,Household & Personal Products,7.245253562927246,USD,4594320.0,0.5619,0.1,-12.42,3162753.0,22.67,0.0,6.266786
LAND,Gladstone Land Corp,13.79,500.663016,34.3744,0.96964896,179292.46031746033,181447.8260869565,16.58,12.32,NASDAQ,-0.1281286713054894,US,89476000.0,-6464000.0,Real Estate,REIT - Specialty,15.810613632202148,USD,35838400.0,0.4076,1.2712,25.45,70930000.0,1.08,0.8805,4.0085897
FCFS,Firstcash Holdings Inc,114.67,5131.751645046765,23.4005,-0.22900838,231587.3015873016,355017.39130434784,133.64,88.05,NASDAQ,0.2107596419573203,US,3305817088.0,237174000.0,Financial Services,Credit Services,94.75877380371094,USD,44752300.0,4.7994,1.3538,12.28,548113024.0,6.09,0.8043,1.3437058
PRGS,Progress Software Corp,56.42,2413.4476331662213,34.3811,0.51,413618.6507936508,349221.73913043475,62.34,48.0,NASDAQ,-0.0424653624349786,US,711724032.0,73260000.0,Technology,Software - Infrastructure,58.91514587402344,USD,42776500.0,1.5719,0.7246,16.92,236530000.0,5.93,1.5749,1.2471049
PFG,Principal Financial Group Inc,74.78,17317.831025075637,27.7886,0.79059213,1135372.2222222222,1329530.4347826086,88.24,66.21,NASDAQ,-0.006867244291024,US,15653600256.0,1260099968.0,Financial Services,Asset Management,75.29566192626953,USD,231584000.0,2.5478,2.6063,-1.03,1853799936.0,4.16,0.3726,3.8694077
IDCC,InterDigital Inc,139.29,3500.325073819446,16.3514,0.9928557,408490.873015873,412095.652173913,140.25,74.65,NASDAQ,0.6674650318121531,US,732659008.0,278343008.0,Technology,Software - Application,83.65108489990234,USD,25129800.0,7.6176,1.4274,20.66,393096000.0,18.0,1.0451,1.1472824
ALGT,Allegiant Travel Co,38.63,706.8054340584353,6.0105,0.97043645,316063.49206349207,515326.0869565217,109.74,38.485,NASDAQ,-0.6177756213229479,US,2499047936.0,-14385000.0,Industrials,Airlines,100.8003387451172,USD,18296800.0,6.5262,1.2177,3.52,292491008.0,3.28,1.7008,5.867971
WILC,G Willi-Food International Ltd,9.46,131.1819742445739,4.144,0.544694,2340.0793650793653,2156.521739130435,12.59,8.0,NASDAQ,-0.1946027610517757,IL,527942016.0,39364000.0,Consumer Defensive,Food Distribution,11.738794326782228,ILS,13867000.0,2.2828,2.8772,-9.59,23723000.0,5.71,0.004,4.129169
SHIP,Seanergy Maritime Holdings Corp,10.26,213.1993093913894,93.4265,0.4053892,201694.44444444444,216565.21739130435,13.19,4.88,NASDAQ,1.009799921461226,GR,145306000.0,30006000.0,Industrials,Marine Shipping,5.114758014678955,USD,20698800.0,0.1237,0.3188,32.06797,73926000.0,0.49,1.018,9.784736
TMUS,T-Mobile US Inc,194.2,226589.46470316304,27.2441,0.16243815,4646567.857142857,4553878.260869565,194.38,131.48,NASDAQ,0.4223157802688677,US,79095996416.0,9454999552.0,Communication Services,Telecom Services,136.66973876953125,USD,1166780032.0,6.9292,0.6149,18.25,29988999168.0,5.7,1.2561,1.3429058
JJSF,J & J Snack Foods Corp,169.0,3282.6088784839194,41.6015,0.5944981,82909.52380952382,96839.1304347826,176.38,133.3,NASDAQ,0.0098750328178705,US,1591862016.0,87331000.0,Consumer Defensive,Packaged Foods,167.35194396972656,USD,19423700.0,4.0833,2.7965,1.57,190226000.0,8.4,0.0305,1.8376722
ADP,Automatic Data Processing Inc,262.18,106915.74810402512,28.4957,0.51197666,1648894.8412698412,1740108.6956521738,269.31,205.565,NASDAQ,0.0608370013180741,US,19202600960.0,3752000000.0,Industrials,Staffing & Employment Services,247.18446350097656,USD,407795008.0,9.1024,5.324,10.12,5539100160.0,49.77,0.6578,2.1309788
